"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-4.09207e-05;8.99434e-05
-2e+11;0.000326636;2.1266e-05
-1.5e+11;-0.000110525;-0.00153775
-1e+11;-0.00523167;0.00128171
-5e+10;-0.0912454;-0.279771
0;1.54074e-33;0
5e+10;-0.0912454;0.279771
1e+11;-0.00523167;-0.00128171
1.5e+11;-0.000110525;0.00153775
2e+11;0.000326636;-2.1266e-05
2.5e+11;-4.09207e-05;-8.99434e-05
